SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Franklin Square,City of Boston,A97/LWCF,1,South End,2.48301085,1530 Washington Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,126,PARK_Maintenance_Region 6,126,YES,02118,0801384000,1849,NA,NA,0.004299259691161,1.097699763e-6,"MULTIPOLYGON (((-71.071668043999978 42.338826115000074, -71.072413281999957 42.339450812000052, -71.073394083999972 42.338796881000064, -71.072648946999948 42.33817489200004, -71.071668043999978 42.338826115000074)))"
South End South Burying Ground,City of Boston,Ch114S7/A97,4,South End,1.47010273,1620 Washington Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,NA,BPRD,286,PARK_Cemetery Maintenance Request,286,YES,02118,0801390000,1810,NA,NA,0.003826948039231,6.49899574e-7,NA
Worcester Square,City of Boston,A97,1,South End,0.34378497,1P Worcester Square,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,330,PARK_Maintenance_Region 6,330,YES,02118,0801504500,0,NA,NA,0.002284221061535,1.51977189e-7,NA
Carter Playground,City of Boston,A97/LWCF,3,Roxbury,5.02435775,709 Columbus Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,043,PARK_Maintenance_Region 6,43,YES,02118,0901346000,1899,NA,NA,0.006788223841325,2.221194985e-6,NA
Titus Sparrow Park,City of Boston,A97,3,South End,1.79889599,75 West Rutland Square,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,304,PARK_Maintenance_Region 6,304,YES,02118,"0400830000,0402424000",1991,NA,NA,0.004722791763123,7.95322248e-7,NA
Waltham Square,City of Boston,A97,1,South End,0.1184149,2 Waltham Street,Industrial District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,314,PARK_Maintenance_Region 6,314,YES,02118,0306501000,0,NA,NA,0.001142249924757,5.2350974e-8,NA
Harriet Tubman Square,City of Boston,A97,1,South End,0.14178608,450 Columbus Avenue,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Tubman Sq, Columbus Square",BPRD,144,PARK_Maintenance_Region 6,144,YES,02116,ROW,0,NA,NA,0.001216040609551,6.2686179e-8,NA
Concord Square,City of Boston,A97,1,South End,0.14956334,1P Concord Square,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,065,PARK_Maintenance_Region 6,65,YES,02118,0402633500,0,NA,NA,0.002789949095388,6.6122653e-8,NA
Ramsay Park,City of Boston,A97/UPARR/USH,3,Roxbury,5.49386498,1917 Washington Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,254,PARK_Maintenance_Region 6,254,YES,02118,0901480000,1991,NA,NA,0.00663560500493,2.428591659e-6,NA
Commonwealth Avenue Outbound,City of Boston,NA,2,Allston-Brighton,5.52825876,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",PWD,PWD,N,X,NA,BPWD,NA,INFO_Reallocation From Dept,2027,YES,"02134, 02135, 02215",NA,0,NA,NA,0.118969529415549,2.444236182e-6,NA
Commonwealth Plaza,MassDOT,NA,1,Allston-Brighton,0.15674678,815 Commonwealth Avenue,Institutional District,"Malls, Squares & Plazas",Private,Private,N,X,NA,NA,NA,INFO_Reallocation From Dept,4044,NO,02215,NA,0,NA,NA,0.001551983549145,6.9308512e-8,"MULTIPOLYGON (((-71.112838078999971 42.351193211000066, -71.112882661999947 42.350988455000049, -71.112223624999956 42.350906019000035, -71.112838078999971 42.351193211000066)))"
Chester Square,City of Boston,A97,1,South End,0.89020418,544P Massachusetts Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Chester Park,BPRD,053,PARK_Maintenance_Region 6,53,YES,02118,0900955000,0,NA,NA,0.005389716421058,3.93542065e-7,NA
Msgr. Reynolds Playground,City of Boston,A97,3,South End,0.32092657,5 Msgr. Reynolds Way,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,202,PARK_Maintenance_Region 6,202,YES,02118,0801208000,0,NA,NA,0.001548723380026,1.41880183e-7,"MULTIPOLYGON (((-71.070337891999941 42.340385464000065, -71.070269413999938 42.34050274100008, -71.070656134999979 42.340617689000055, -71.070905594999942 42.340450599000064, -71.070610530999943 42.340206372000068, -71.070337891999941 42.340385464000065)))"
Rutland Square,City of Boston,A97,1,South End,0.15582012,1P Rutland Square,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,273,PARK_Maintenance_Region 6,273,YES,02118,0402731500,0,NA,NA,0.00289121423195,6.8888887e-8,NA
Hiscock Park,City of Boston,A97,3,South End,0.10575768,168 West Newton Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,153,PARK_Maintenance_Region 6,153,YES,02118,"0402770000,0402771000",1991,NA,NA,9.37382955465e-4,4.6756534e-8,"MULTIPOLYGON (((-71.078000962999965 42.342680491000067, -71.078044389999945 42.342724910000072, -71.07812759899997 42.34280990700006, -71.078371945999947 42.342615816000034, -71.078331421999962 42.342574316000025, -71.078287991999957 42.34252989600003, -71.078000962999965 42.342680491000067)))"
Billings Field,City of Boston,A97/LWCF,3,West Roxbury,10.7760016,369 LaGrange Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,023,PARK_Maintenance_Region 4,23,YES,02132,2002297000,1896,NA,NA,0.008707794488251,4.759632932e-6,NA
Mount Benedict Cemetery,Private,NA,4,West Roxbury,79.31404306,409 Corey Street,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7039,NO,"02132, 02467",NA,0,NA,NA,0.035870965221827,3.5040584627e-5,NA
Mount Lebanon Cemetery,Private,NA,4,West Roxbury,48.71767946,882 Baker Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,7040,NO,02132,NA,0,NA,NA,0.051688057824142,2.1521029158e-5,NA
Gethsemane Cemetery,Private,NA,4,West Roxbury,20.84240184,670 Baker Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7041,NO,02132,NA,0,NA,NA,0.012278612859803,9.206603905e-6,NA
Hancock Woods,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,45.95351297,NA,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3033,YES,"02132, 02467",NA,0,NA,NA,0.026174176898199,2.0302172991e-5,NA
Sawmill Brook/Brook Farm,Commonwealth of Massachusetts,A97/NRHP/WPA,2,West Roxbury,149.44317926,NA,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3034,YES,02132,NA,0,NA,NA,0.058711130999027,6.6012960284e-5,NA
Congregation Mishkan Tefia Cemetery,Private,NA,4,West Roxbury,9.5877148,2605 Centre Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7044,NO,02132,NA,0,NA,NA,0.009590263752274,4.233415742e-6,NA
Draper Playground,City of Boston,A97,3,West Roxbury,5.86258113,5265 Washington Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,093,PARK_Maintenance_Region 4,93,YES,02132,"2010812000,2010802000",1932,NA,NA,0.007909745391442,2.58856767e-6,NA
Westerly Burying Ground,City of Boston,Ch114S7/A97/NRHP,4,West Roxbury,0.90354091,2015 Centre Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,NA,BPRD,320,PARK_Cemetery Maintenance Request,320,YES,02132,2008808000,1683,NA,NA,0.003178298535765,3.99082904e-7,"MULTIPOLYGON (((-71.158240383999953 42.281207272000074, -71.158174493999979 42.281419997000057, -71.158164776999968 42.281445807000068, -71.158804524999937 42.281632180000031, -71.159064399999977 42.281936803000065, -71.159066805999942 42.281940322000025, -71.159431818999963 42.281677707000028, -71.159388821999983 42.281647239000051, -71.158897212999989 42.281350842000052, -71.158395477999989 42.281156957000064, -71.15826614499997 42.281106605000048, -71.158240383999953 42.281207272000074)))"
Piemonte Park,City of Boston,A97,1,West Roxbury,0.08957449,205 Lasell Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,239,PARK_Maintenance_Region 4,239,YES,02132,2007061000,1958,NA,NA,0.001014511766415,3.9569869e-8,NA
Duffie Square,City of Boston,A97,1,West Roxbury,0.05535158,2 Stratford Street,Residential District,"Malls, Squares & Plazas",BPRD,Private,X,X,Arthur Duffie Square,BPRD,096,PARK_Maintenance_Region 4,96,YES,02132,ROW,0,NA,NA,6.96261253361e-4,2.4449585e-8,NA
St Joseph's Cemetery,Private,NA,4,West Roxbury,129.11860128,900 LaGrange Street,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7046,NO,"02459, 02132, 02467",NA,0,NA,NA,0.081216003064188,5.7037335535e-5,NA
Allandale Woods I,City of Boston,A97/WPA,6,West Roxbury,48.14608575,"75 VFW Parkway  
1185 Centre Street (Right of Way)",Conservation Protection Subdistrict,Urban Wilds,BPRD,BPRD,X,X,NA,BPRD,004,PARK_Maintenance_Region 4,4,YES,"02132, 02467",2003601000,0,NA,NA,0.048052763020069,2.1270542947e-5,NA
Allandale Woods III,Private,A97/CR/WPA,6,West Roxbury,16.72569358,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,Private+BPRD,X,X,Allandale Condo CR,NA,NA,PARK_Maintenance_Region 4,1012,YES,"02130, 02132, 02467",2003590000,0,NA,NA,0.034711099910704,7.389598329e-6,NA
Bellevue Hill Reservation,Commonwealth of Massachusetts,A97,2,West Roxbury,26.66892976,43 Bellevue Hill Road,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3035,YES,02132,NA,0,NA,NA,0.013213289973088,1.1778262041e-5,NA
West Roxbury H.S. Athletic Fields,City of Boston,NA,3,West Roxbury,13.42503176,1205 VFW Parkway,Institutional District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,NA,BPS,318,PARK_Maintenance_Region 4,318,YES,02132,2008982000,0,NA,NA,0.013161712827782,5.929711091e-6,NA
Ramler Park,City of Boston,A97,3,Fenway/Longwood,0.50600381,130 Peterborough Street,Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Dorothy and David Ramler Park,BPRD,253,PARK_Maintenance_Region 3,253,YES,02215,2100030000,0,NA,NA,0.002016707139197,2.23709457e-7,"MULTIPOLYGON (((-71.100515329999951 42.342396714000074, -71.100339791999943 42.342442364000078, -71.100331231999974 42.342445238000039, -71.100496327999963 42.342784109000036, -71.101151568999967 42.342604202000075, -71.100925177999954 42.34237964600004, -71.100852916999941 42.342307809000033, -71.100814724999964 42.342318114000079, -71.100515329999951 42.342396714000074)))"
Fernald Rock,City of Boston,A97,6,Dorchester,0.06345168,400 Quincy Street,Residential District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 2,1013,YES,02125,1502903000,0,NA,NA,7.3190029944e-4,2.8038382e-8,NA
Nashua Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Downtown,2.03370002,NA,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,New Charles River Reservation,NA,NA,INFO_Reallocation From Dept,3036,YES,02114,NA,0,NA,NA,0.006372525940531,8.99472408e-7,NA
Chestnut Hill Reservoir,Commonwealth of Massachusetts,A97/NRHP/WPA,2,Allston-Brighton,115.98402625,NA,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3037,YES,"02135, 02467",NA,0,NA,NA,0.066118738630316,5.1272130039e-5,NA
Penniman Road Play Area,City of Boston,A97,3,Allston-Brighton,0.92237874,25 Penniman Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Penniman-Hano Play Area,BPRD,234,PARK_Maintenance_Region 4,234,YES,02134,"2201783000,2201781000,2201786000,2201784000,2201782000,2201787000,2201785000",1945,NA,NA,0.003031626510888,4.07874349e-7,NA
O'Day Playground,City of Boston,A97/PARC/UPARR,3,South End,0.71771454,75 W Newton Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,219,PARK_Maintenance_Region 6,219,YES,02118,0900336000,0,NA,NA,0.002317807509168,3.17300248e-7,"MULTIPOLYGON (((-71.074864895999951 42.340650272000062, -71.075360491999959 42.341068219000078, -71.075564432999954 42.340931767000029, -71.075787618999982 42.34078467300003, -71.075294304999943 42.340370337000024, -71.074864895999951 42.340650272000062)))"
Fan Pier Plaza,United States of America,Ch91/WPA,1,South Boston,2.36341418,12 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL,NULL,N,X,Courthouse Plaza,NA,NA,INFO_Reallocation From Dept,6001,YES,02210,NA,0,NA,NA,0.006796863244422,1.045089896e-6,NA
Children's Wharf Harborwalk,Private,A97/Ch91/WPA/Esmnt,1,South Boston,0.2280583,308 Congress Street,Industrial District,"Malls, Squares & Plazas",BPRD,Private,X,X,NA,Private,334,INFO_Reallocation From Dept,334,YES,02210,0602635000,1981,NA,NA,0.002339028830924,1.00842455e-7,"MULTIPOLYGON (((-71.049633063999977 42.352480582000055, -71.049720239999942 42.352518426000074, -71.050377293999986 42.35166937200006, -71.050285555999949 42.351631234000081, -71.049633063999977 42.352480582000055)))"
Martin's Park,City of Boston,A97/Ch91/WPA,3,South Boston,1.12129161,64 Sleeper Steet,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,NA,BPRD,333,INFO_Reallocation From Dept,333,YES,02210,"0602637010,0602636020,0602636000",2017,NA,NA,0.003272780432963,4.95813657e-7,NA
Braddock Park,City of Boston,A97,1,South End,0.09218726,27P Braddock Park,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Berwick Park,BPRD,029,PARK_Maintenance_Region 6,29,YES,02116,0400788500,0,NA,NA,0.001849854247431,4.0758288e-8,NA
Veterans Park,City of Boston,A97,3,East Boston,0.19887489,76-84 London Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,London & Decatur St Park II,BPRD,342,INFO_Reallocation From Dept,342,YES,02128,"0105535000,0105534000,0105538000,0105536000,0105537000,0105539000",0,NA,NA,0.001211740153781,8.7965416e-8,NA
East Boston Piers Park,Massport,Statute,3,East Boston,6.79116355,95 Marginal Street,Open Space District,"Parks, Playgrounds & Athletic Fields",COM,Massport,X,X,Piers Park,Massport,NA,INFO_Reallocation From Dept,4041,YES,02128,NA,0,NA,NA,0.011669658141987,3.003485266e-6,NA
Caldwell Street Play Area,City of Boston,A97,3,Charlestown,0.12752694,9 Caldwell Street,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,040,PARK_Maintenance_Region 1,40,YES,02129,"0201883000,0201884000,0201882000",1980,NA,NA,9.7348696619e-4,5.6418666e-8,"MULTIPOLYGON (((-71.077735093999934 42.385346422000055, -71.077666348999969 42.385442411000042, -71.077858787999958 42.385520505000045, -71.077928328999974 42.385423597000056, -71.077981589999979 42.385349384000051, -71.078020749999951 42.385294655000052, -71.077829624999936 42.385214274000077, -71.077788872999975 42.385271336000073, -71.077735093999934 42.385346422000055)))"
L Street Beach,City of Boston,A97/Ch91/WPA,2,South Boston,5.5714823000000004,1663 Columbia Road,Open Space District,"Parkways, Reservations & Beaches",BPRD,BCYF,X,X,Curley Community Center,BPRD,173,INFO_Reallocation From Dept,173,YES,02127,0702442000,0,NA,NA,0.010000468072418,2.46268841e-6,NA
M Street Beach,Commonwealth of Massachusetts,A97,2,South Boston,4.40304087,230 M Street,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3038,YES,02127,NA,0,NA,NA,0.01602023399219,1.946254505e-6,NA
Stonehill Park,City of Boston,A97,3,Hyde Park,0.36558755,25 Stonehill Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Coast Guard Park,BPRD,295,PARK_Maintenance_Region 4,295,YES,02136,"1812281050,1812281060,1812281040",0,NA,NA,0.001803597017346,1.6140807e-7,NA
Strandway/Castle Island,Commonwealth of Massachusetts,A97,2,South Boston,47.70342968,2010 William J Day Boulevard,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Fort Independence; Pleasure Ba,NA,NA,INFO_Reallocation From Dept,3039,YES,02127,NA,0,NA,NA,0.079542052753689,2.1088100832e-5,NA
Marine Park,Commonwealth of Massachusetts,A97,2,South Boston,17.20141031,121123 Farragut Road,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3040,YES,02127,NA,0,NA,NA,0.016878226389283,7.604178543e-6,NA
UMass Harborwalk,Commonwealth of Massachusetts,Ch91/WPA,2,Dorchester,13.08642436,NA,Institutional District,"Parkways, Reservations & Beaches",NULL,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,4006,YES,02125,NA,0,NA,NA,0.03328600280352,5.782892885e-6,NA
Malibu Beach,Commonwealth of Massachusetts,A97,2,Dorchester,26.11970089,68 Denny Street,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3041,YES,02125,NA,0,NA,NA,0.041893354696531,1.1541646974e-5,NA
Victory Road Park,Commonwealth of Massachusetts,A97,2,Dorchester,6.15518579,208 Victory Road,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3042,YES,02122,NA,0,NA,NA,0.009308925451552,2.719341948e-6,NA
Parkman Memorial,City of Boston,A97/GPOD,3,Jamaica Plain,6.71025809,330 Perkins Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,228,PARK_Maintenance_Region 3,228,YES,02130,1902186000,0,NA,NA,0.014606850716073,2.965506143e-6,NA
West Roxbury High School Marsh,City of Boston,WPA,7,West Roxbury,21.48685437,NA,Institutional District,Open Land,NULL,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,2031,YES,02132,NA,0,NA,NA,0.01505583918083,9.490618897e-6,NA
West Roxbury Parkway,Commonwealth of Massachusetts,A97,2,West Roxbury,31.76357543,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3043,YES,"02132, 02131, 02467","2006247000,2003642000,2003911000,2001600000,2004192000,2000676000",0,NA,NA,0.107150651688047,1.4030063243e-5,NA
Florida Street Reservation,City of Boston,A97,1,Dorchester,0.06797617,"Center Median, btwn King & Lonsdale Streets",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,339,INFO_Reallocation From Dept,339,YES,"02124, 02122",ROW,0,NA,NA,0.002970169699862,3.0029068e-8,NA
Tenean Beach,Commonwealth of Massachusetts,A97/ACEC,2,Dorchester,8.70228069,Conley Street,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3044,YES,02122,NA,0,NA,NA,0.012511217126676,3.844296097e-6,NA
Cedar Grove Cemetery,Private,NA,4,Dorchester,54.18509151,920 Adams Street,Residential District,Cemeteries & Burying Grounds,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7058,NO,02124,NA,0,NA,NA,0.037004529541918,2.3931389857e-5,NA
Martini Playground,Commonwealth of Massachusetts,A97/LWCF/WPA,2,Hyde Park,5.78046171,1015 Truman Parkway,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3045,YES,02136,NA,0,NA,NA,0.014025451307113,2.551668602e-6,NA
Reservation Road Park,City of Boston,A97/LWCF/WPA,3,Hyde Park,9.32823164,151 Reservation Road,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Mother Brook II,BPRD,256,PARK_Maintenance_Region 4,256,YES,02136,"1812162000,1812161000",0,NA,NA,0.014378820286755,4.118137687e-6,NA
