SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Golden Stairs Terrace Park I,City of Boston,A97,3,East Boston,0.1704959,10 Brigham Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Terrace Park,BPRD,135,PARK_Maintenance_Region 1,135,YES,02128,"0104598000,0104599000,0104596000,0104597000",2008,NA,NA,0.001141840854881,7.5404617e-8,"MULTIPOLYGON (((-71.034020541999951 42.364769681000041, -71.033882504999951 42.364945789000046, -71.034018910999976 42.365007690000027, -71.034071997999945 42.365031662000035, -71.034134665999943 42.365060056000061, -71.034200188999932 42.365089741000077, -71.034336500999984 42.364915245000077, -71.034271334999971 42.364885223000044, -71.034209005999969 42.364856511000028, -71.034156260999964 42.364832220000039, -71.034020541999951 42.364769681000041)))"
The Rockies,City of Boston,A97,6,East Boston,0.71451403,"148 Marginal Street 
144 Marginal Street (Community Garden section)",Open Space District,Urban Wilds,BPRD,BPRD,X,X,NA,BPRD,301,PARK_Maintenance_Region 1,301,YES,02128,"0104569000,0104571000,0104564000,0104565000,0104572000,0104559000,0104574000,0104567000,0104578000,0104576000,0104560000,0104577000,0104561000,0104566000,0104562000,0104575000,0104579000,0104580000,0104573000,0104563000,0104568000,0104570000",0,NA,NA,0.004252023823071,3.16005754e-7,NA
Childe Hassam Park,City of Boston,A97,1,South End,0.06066725,324 Columbus Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Goldweitz Park,BPRD,054,PARK_Maintenance_Region 6,54,YES,02116,0400015000,1991,NA,NA,9.03628094901e-4,2.6823165e-8,"MULTIPOLYGON (((-71.074455470999965 42.346114923000073, -71.074600774999965 42.34621166800008, -71.074848952999957 42.346007707000069, -71.074455470999965 42.346114923000073)))"
Nellie Miranda Memorial Park,City of Boston,A97,3,Dorchester,0.08739218,39-41 Belden Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,213,PARK_Maintenance_Region 2,213,YES,02125,"0703888000,0703887000",0,NA,NA,8.13703866719e-4,3.8622608e-8,"MULTIPOLYGON (((-71.065066532999936 42.318698446000042, -71.065029478999975 42.318757330000039, -71.065124245999982 42.318796812000073, -71.065128947999938 42.318824257000074, -71.065223598999978 42.318864658000052, -71.065282106999973 42.318786751000061, -71.065334690999975 42.318716383000037, -71.06511213899995 42.318626307000045, -71.065066532999936 42.318698446000042)))"
Grove Hall Plaza,City of Boston,A97,1,Roxbury,0.08834824,461-465 Blue Hill Avenue,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,139,PARK_Maintenance_Region 5,139,YES,02121,1202528000,0,NA,NA,9.42059693846e-4,3.903928e-8,"MULTIPOLYGON (((-71.083043988999975 42.309107148000066, -71.083366670999965 42.30924764100007, -71.08343451099995 42.309158928000045, -71.08309477499995 42.309011656000052, -71.083043988999975 42.309107148000066)))"
Chestnut Hill Reservoir Garden,Commonwealth of Massachusetts,A97,5,Allston-Brighton,0.11658676,Chestnut Hill Driveway,Open Space District,Community Gardens,DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3052,YES,02135,NA,0,NA,NA,9.68365190407e-4,5.154039e-8,"MULTIPOLYGON (((-71.161277082999959 42.337790273000053, -71.161213411999938 42.337806200000045, -71.161155728999972 42.337814043000037, -71.161087237999936 42.337823564000075, -71.161005528999965 42.337831426000037, -71.161044242999935 42.337989181000069, -71.16117769799996 42.337971748000029, -71.161278641999957 42.337952509000047, -71.161360440999943 42.337927812000032, -71.161332477999963 42.337778912000033, -71.161277082999959 42.337790273000053)))"
Ohrenberger Play Area,City of Boston,NA,3,West Roxbury,0.67412554,175 West Boundary Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPS,BCYF,N,X,NA,NA,NA,INFO_Reallocation From Dept,2038,NO,02132,NA,0,NA,NA,0.003346245522091,2.97656866e-7,NA
Wilson Square,City of Boston,NA,1,Allston-Brighton,0.05818011,40 Dunboy Street,Open Space District,"Malls, Squares & Plazas",PWD,BPRD,N,X,Frederick S. Wilson Square,PWD,NA,PARK_Maintenance_Region 4,2039,YES,02135,NA,0,NA,NA,8.15948040129e-4,2.5726444e-8,NA
Little Mystic Access Area,BRA,A97/LWCF/Ch91/WPA,3,Charlestown,2.06591106,90 Terminal Street,Special District,"Parks, Playgrounds & Athletic Fields",NULL,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,2159,YES,02129,NA,0,NA,NA,0.007233581070608,9.13918224e-7,NA
Moakley Park,City of Boston,A97/UPARR,3,South Boston,58.77735419,1005 Columbia Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Joe Moakley Park;  Joseph Moakley Park; Columbus Park,BPRD,200,PARK_Maintenance_Region 6,200,YES,02127,0700541000,1916,NA,NA,0.021558882728747,2.5979549218e-5,NA
Kennedy Library Harborwalk,United States of America,Ch91/WPA,1,Dorchester,3.35985808,NA,Industrial District,"Malls, Squares & Plazas",US GSA,NULL,N,X,JFK Library Harborwalk,US GSA,NA,INFO_Reallocation From Dept,6003,YES,02125,NA,0,NA,NA,0.012490590964449,1.484794155e-6,NA
Peabody Square,City of Boston,A97,1,Dorchester,0.04662536,2 Peabody Square,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,232,PARK_Maintenance_Region 2,232,YES,02124,ROW,0,NA,NA,6.10118612249e-4,2.0595239e-8,NA
Savin Hill Cove,Commonwealth of Massachusetts,A97/WPA,2,Dorchester,1.77457678,NA,Special District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3053,YES,"02125, 02122",NA,0,NA,NA,0.008266899969741,7.84068331e-7,NA
Daniel E. O'Connor Park,City of Boston,A97,1,Dorchester,0.13515973,NA,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Doucette Square;  Port Norfolk Park,BPRD,242,PARK_Maintenance_Region 2,242,YES,02122,1602690000,0,NA,NA,0.001068765718094,5.9705005e-8,NA
Oakview Terrace,City of Boston,A97,1,Jamaica Plain,0.10008296,36P Oakview Terrace,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,218,PARK_Maintenance_Region 3,218,YES,02130,1900315500,0,NA,NA,8.42411357426e-4,4.423143e-8,NA
Belle Isle Marsh Reservation,Commonwealth of Massachusetts,A97/LWCF/WPA/Ch91/ACEC,2,East Boston,142.10335829,1399 Bennington Street,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3054,YES,02128,"0101358000,0101401000,0101402000",0,NA,NA,0.053708904050247,6.2871021499e-5,NA
Allandale Field,Private,A97/Deed Restrt,3,West Roxbury,2.62654745,19 VFW Parkway,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",BPRD,Private+BPRD,X,X,Annunciation Field,NA,NA,INFO_Reallocation From Dept,7073,YES,"02132, 02467",2003601002,0,NA,NA,0.004385599622453,1.160405532e-6,"MULTIPOLYGON (((-71.135191238999937 42.297076317000062, -71.135097599999938 42.297101233000035, -71.13507752299995 42.297106002000078, -71.135227720999978 42.298197148000042, -71.136499761999971 42.297852780000028, -71.135835483999983 42.29688236800007, -71.135191238999937 42.297076317000062)))"
Jamaicaway,City of Boston,A97/GPOD,2,Jamaica Plain,4.75006004,NA,Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,DCR,NA,INFO_Reallocation From Dept,2164,YES,02130,NA,0,NA,NA,0.050632759204178,2.09942833e-6,NA
Perkins Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,0.22702084,NA,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3056,YES,02130,NA,0,NA,NA,0.004939102686267,1.00334789e-7,NA
Chestnut Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,1.03910543,286 Chestnut Street,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3057,YES,02130,NA,0,NA,NA,0.008305511591003,4.59250275e-7,NA
Faneuil Square,City of Boston,A97,1,Downtown,0.8167891,1P Faneuil Hall Square,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Faneuil Hall Sq.,BPRD,113,INFO_Reallocation From Dept,113,YES,02109,0303687000,0,NA,NA,0.004209403254251,3.61210443e-7,NA
Temple Street Park,City of Boston,A97/MPPF,1,Back Bay/Beacon Hill,0.06073202,46 Temple Street,Residential District,"Malls, Squares & Plazas",BPRD,Private,X,X,NA,BPRD,300,INFO_Reallocation From Dept,300,YES,02114,"0300009000,0300010000",0,NA,NA,6.66278348887e-4,2.6857513e-8,"MULTIPOLYGON (((-71.063354221999987 42.359977768000078, -71.063364580999973 42.36004938800005, -71.063367695999943 42.360121026000058, -71.063368914999955 42.360120975000029, -71.063558329999978 42.36011368700008, -71.063552222999988 42.360043860000076, -71.063545071999954 42.35997377700005, -71.063354221999987 42.359977768000078)))"
American Legion Highway,City of Boston,100,2,Multi-District,6.7274351,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL,BPRD,N,X,NA,PWD,NA,PARK_Maintenance_Region 2,2165,YES,"02126, 02121, 02124, 02131",ROW,0,NA,NA,0.08260250082924,2.971843936e-6,NA
Morton Street,Commonwealth of Massachusetts,A97,2,Multi-District,0.76096858,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3058,YES,"02126, 02130, 02124, 02131",ROW,0,NA,NA,0.038854298101474,3.36182555e-7,NA
St Michael's Cemetery,Private,NA,4,Mattapan,46.02648035,500 Canterbury Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7079,NO,"02130, 02131",NA,0,NA,NA,0.040215823526721,2.033147824e-5,NA
Patten's Cove,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,9.66124154,NA,Industrial District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Savin Hill Marsh; Dorchester Shores Reservation,DCR,NA,INFO_Reallocation From Dept,3059,YES,02125,NA,0,NA,NA,0.010601000607635,4.269390401e-6,NA
Leo M. Birmingham Parkway,Commonwealth of Massachusetts,A97,2,Allston-Brighton,6.98171863,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3060,YES,02135,NA,0,NA,NA,0.06180303417755,3.087465779e-6,NA
Rivermoor II,City of Boston,A97,6,West Roxbury,1.03369126,150 Rivermoor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,INFO_Reallocation From Dept,2166,YES,02132,2009228020,0,NA,NA,0.003600285574893,4.56541709e-7,NA
Rivermoor III,City of Boston,A97,6,West Roxbury,0.51911583,202 Rivermoor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,202 Rivermoor St,BCC,NA,PARK_Maintenance_Region 4,1014,YES,02132,2009228030,0,NA,NA,0.00215304252762,2.29275036e-7,NA
Parley Vale Preserve,Private,A97/Easement,6,Jamaica Plain,0.72398238,18-20 Parley Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,N,NA,BCC,NA,INFO_Reallocation From Dept,1015,YES,02130,"1900902000,1900901000,1900903000",0,NA,NA,0.002432000967441,3.19942622e-7,NA
Condor Street Overlook,City of Boston,A97/WPA,6,East Boston,11.31528728,2 Condor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 1,1016,YES,02128,0103679000,0,NA,NA,0.009521463564623,5.005811581e-6,"MULTIPOLYGON (((-71.040475733999983 42.382666690000065, -71.040192758999979 42.38266694500004, -71.040189978999933 42.382949497000027, -71.040169135999975 42.385047788000065, -71.042023825999934 42.384360504000028, -71.042928707999977 42.382343978000051, -71.042850818999966 42.382348087000025, -71.040456089999964 42.382474401000024, -71.040475733999983 42.382666690000065)))"
Truman Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,2.71500122,NA,Industrial District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3061,YES,02136,NA,0,NA,NA,0.046641643436315,1.198581495e-6,NA
West Austin Rock,City of Boston,A97,6,Hyde Park,0.2962652,216 West Street,Residential District,Urban Wilds,BCC,BPRD,X,X,West and Austin Street Rock Urban Wild,BCC,NA,PARK_Maintenance_Region 4,1017,YES,02136,1811312000,0,NA,NA,0.001620529491701,1.30819066e-7,NA
Arborway Overpass Path,Commonwealth of Massachusetts,A97,2,Jamaica Plain,1.1638573,NA,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3062,YES,02130,NA,0,NA,NA,0.038735608757605,5.14222094e-7,NA
Franklin Park Zoo,City of Boston,A97/LWCF/USH,3,Roxbury,63.82551584,1 Franklin Park Road,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,Zoo New England,DCR,NA,INFO_Reallocation From Dept,2167,YES,02121,1203486000,0,NA,NA,0.025296998046772,2.8201418805e-5,NA
Newland Street Park,City of Boston,A97,3,South End,0.15340986,"97 West Concord;  Playlot Entrance, 90HF Newland Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Newland Street Playground,BPRD,348,PARK_Maintenance_Region 6,348,YES,02118,"0900427000,0900429000,0900428000",0,NA,NA,0.001169112378556,6.7820449e-8,"MULTIPOLYGON (((-71.075816232999955 42.339102642000057, -71.075722409999969 42.339168545000064, -71.07585230899997 42.339279446000035, -71.075954847999981 42.339213465000057, -71.076096199999938 42.339122505000034, -71.076197546999936 42.339057299000046, -71.076064518999942 42.338944979000075, -71.075973086999966 42.339005876000044, -71.075969248999968 42.339008426000078, -71.075860825999939 42.339080687000035, -71.075854555999967 42.339076211000076, -71.075816232999955 42.339102642000057)))"
Zero Quinn Way,City of Boston,A97,3,West Roxbury,0.032029,0 Quinn Way,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,331,INFO_Reallocation From Dept,331,YES,02132,2002313000,0,NA,NA,6.21240118309e-4,1.4146989e-8,"MULTIPOLYGON (((-71.157250060999957 42.282118964000063, -71.157490479999979 42.282211950000033, -71.157521487999986 42.282159633000049, -71.157290922999948 42.282077808000054, -71.157250060999957 42.282118964000063)))"
Fenelon Street Playground,City of Boston,A97,3,Dorchester,0.19241194,20 Fenelon Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,114,PARK_Maintenance_Region 2,114,YES,02121,"1401025000,1401014000",2005,NA,NA,0.001265056110089,8.501495e-8,"MULTIPOLYGON (((-71.079387794999946 42.303058842000041, -71.079456306999987 42.303158032000056, -71.079406913999946 42.303179356000044, -71.079554458999951 42.303361486000028, -71.079837544999975 42.30323592700006, -71.079642955999986 42.303077330000065, -71.079547671999933 42.302997451000067, -71.079387794999946 42.303058842000041)))"
Stanley-Bellevue Park,City of Boston,A97,3,Dorchester,0.35813544,23 Bellevue Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,293,PARK_Maintenance_Region 2,293,YES,02125,"1502968010,1502955010",0,NA,NA,0.001734809907195,1.58257751e-7,NA
Allandale Woods ROW,Private,A97,6,West Roxbury,0.16386247,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,BPRD,X,X,NA,NA,NA,PARK_Maintenance_Region 4,1018,YES,02132,2003601001,0,NA,NA,0.00220806924081,7.2394541e-8,NA
St Helena's Park,City of Boston,A97,3,South End,0.17481017,115 Union Park Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,291,PARK_Maintenance_Region 6,291,YES,02118,0801081010,1991,NA,NA,0.001159421502049,7.7282438e-8,"MULTIPOLYGON (((-71.066717696999945 42.340092482000045, -71.067057865999971 42.340203544000076, -71.067173216999947 42.340014018000034, -71.066833047999978 42.339902954000081, -71.066717696999945 42.340092482000045)))"
Theresa Hynes Park,Private,A97/CR,3,Allston-Brighton,0.42343959,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,NA,BCC,NA,INFO_Reallocation From Dept,1019,YES,02135,NA,0,NA,NA,0.002532695222694,1.87212109e-7,NA
Ernst Chery Jr. Playground,City of Boston,A97,3,Mattapan,0.23395808,74 Orlando Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Orlando Street Playground,BPRD,109,PARK_Maintenance_Region 2,109,YES,02126,"1802181000,1802182000,1802180000",0,NA,NA,0.001315835410923,1.03324834e-7,"MULTIPOLYGON (((-71.099008753999954 42.274132960000031, -71.098917452999956 42.274220719000027, -71.098838875999945 42.274296247000052, -71.099099079999974 42.274449897000068, -71.099179452999977 42.274371037000037, -71.099272953999957 42.274279271000069, -71.099355836999962 42.274197456000024, -71.099093493999987 42.274051333000045, -71.099008753999954 42.274132960000031)))"
Millennium Park II,City of Boston,A97/SURF/WPA,6,West Roxbury,8.33225531,300 Gardner Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Dump Shoreline Urban Wild,BCC,NA,PARK_Maintenance_Region 4,1020,YES,02132,2009010000,0,NA,NA,0.007975626549753,3.680320795e-6,NA
North Point Park,Commonwealth of Massachusetts,A97/WPA/Ch91,3,Downtown,2.34133039,6 Museum Way,Special District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3064,YES,02114,NA,0,NA,NA,0.005230158307734,1.035548473e-6,NA
Bremen Street Park I,MassDOT,CAT Mit,3,East Boston,17.78924713,344 Bremen Street,Special District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X,NA,Massport,NA,INFO_Reallocation From Dept,4051,YES,02128,NA,0,NA,NA,0.026844608453291,7.868779604e-6,NA
South Bank Park,Commonwealth of Massachusetts,A97/CAT Mit/WPA,2,Downtown,2.39520863,Beverley and Causeway Sts,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Revere Plaza,DCR,NA,INFO_Reallocation From Dept,3065,YES,02114,NA,0,NA,NA,0.010794226917299,1.059366143e-6,NA
Lincoln Street Green,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Downtown,0.1775704,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcel 23b,NA,NA,INFO_Reallocation From Dept,4056,YES,02111,NA,0,NA,NA,0.001773111573892,7.8518137e-8,NA
Chinatown Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Downtown,0.84197352,NA,Open Space District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcel 23b,NA,NA,INFO_Reallocation From Dept,4058,YES,02111,NA,2008,NA,NA,0.008547880715036,3.72298189e-7,NA
Armenian Heritage Park,MassDOT,A97/Acts2008Ch306/CAT Mit,1,Downtown,0.25383744,Atlantic Avenue & Mercantile Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,Armenian Heritage Foundation,X,X,NA,NA,NA,INFO_Reallocation From Dept,4059,YES,02110,NA,2012,NA,NA,0.001353254864709,1.12256553e-7,NA
Endicott Triangle,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Downtown,0.03843054,"Btwn Endicott, Stillman, & Cross Sts",Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Rose Kennedy Greenway Parcel 5,NA,NA,INFO_Reallocation From Dept,4061,YES,02113,NA,0,NA,NA,6.38050687356e-4,1.699626e-8,"MULTIPOLYGON (((-71.057510826999987 42.363778619000072, -71.057305651999968 42.363604753000061, -71.057324326999947 42.363786254000047, -71.057510826999987 42.363778619000072)))"
Dewey Square Parks,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Downtown,2.64044105,NA,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,"RFK Greenway Parcels 19,21,22",NA,NA,INFO_Reallocation From Dept,4063,YES,"02110, 02210",NA,2008,NA,NA,0.009655779179611,1.167582902e-6,NA
Federal Reserve Bank Harborwalk,City of Boston,NA,1,Downtown,0.08032745,600 Atlantic Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,2057,YES,02210,NA,0,NA,NA,0.001738301006777,3.551859e-8,"MULTIPOLYGON (((-71.052213376999987 42.352192363000029, -71.052258147999964 42.352199186000064, -71.052702243999988 42.351509448000058, -71.052657521999947 42.35149597700007, -71.052213376999987 42.352192363000029)))"
Tufts Wharf Harborwalk,Private,CATMit/Ch91/WPA,1,Downtown,0.7392419,510 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,7090,YES,02210,NA,0,NA,NA,0.002721054011023,3.26883978e-7,NA
Russia Wharf Harborwalk,Private,CAT Mit,1,Downtown,0.06122494,NA,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,7091,YES,02210,NA,0,NA,NA,0.001248716869595,2.7072587e-8,"MULTIPOLYGON (((-71.05202259899994 42.35280176200007, -71.052161594999973 42.352637095000034, -71.052237150999986 42.352555603000042, -71.052203218999978 42.352520303000063, -71.051824581999938 42.352956144000075, -71.051842299999976 42.352973899000062, -71.051857119999966 42.352988774000039, -71.05202259899994 42.35280176200007)))"
North End Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Downtown,2.82787724,NA,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcels 8&10,NA,NA,INFO_Reallocation From Dept,4068,YES,"02109, 02113",NA,0,NA,NA,0.006999770443909,1.250621095e-6,NA
Wharf District Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Downtown,4.711285,NA,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcels 14-17,NA,NA,INFO_Reallocation From Dept,4069,YES,"02110, 02109",NA,2008,NA,NA,0.011997786641704,2.083434094e-6,NA
McGann Park,City of Boston,A97,3,Hyde Park,0.88087118,240 West Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,192,PARK_Maintenance_Region 4,192,YES,02136,NA,0,NA,NA,0.002744899302784,3.88965472e-7,"MULTIPOLYGON (((-71.127803721999953 42.263639611000031, -71.127750426999967 42.263765191000061, -71.127693160999968 42.263898611000059, -71.127636009999947 42.264033021000046, -71.127563119999934 42.264205643000025, -71.127556975999937 42.264219848000039, -71.127340427999968 42.264383520000081, -71.127798789999986 42.264714267000045, -71.128144074999966 42.264253329000042, -71.127803721999953 42.263639611000031)))"
Bay Village Garden,City of Boston,A97,5,Downtown,0.01815399,32 Melrose Street,Open Space District,"Malls, Squares & Plazas",BPRD,Private,X,X,Melrose Park,BPRD,016,PARK_Maintenance_Region 1,16,YES,02116,0500757000,0,NA,NA,3.56628108148e-4,8.026818e-9,"MULTIPOLYGON (((-71.068422188999989 42.349162995000029, -71.068412669999987 42.349135007000029, -71.06836593099996 42.349075180000057, -71.068299557999978 42.349103949000039, -71.068329583999969 42.349182566000025, -71.068422188999989 42.349162995000029)))"
Bussey Brook Meadow II,MBTA,NA,7,Jamaica Plain,1.25775356,Opposite 376 Arborway Street,Open Space District,Open Land,NULL,NULL,N,X,Arnold Arboretum IV,MBTA,NA,INFO_Reallocation From Dept,4070,YES,02130,1902833000,0,NA,NA,0.004430217209012,5.55694974e-7,NA
Franklin Park II,City of Boston,A97/LWCF/USH/Lease,3,Roxbury,16.44115376,NA,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,"Sausage Lot""",DCR,NA,INFO_Reallocation From Dept,2172,YES,02121,1203486000,0,NA,NA,0.018340880478421,7.264425783e-6,NA
Brian Honan Park,Private,A97/CR,3,Downtown,0.96367731,Allston Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,NA,NA,NA,INFO_Reallocation From Dept,1021,YES,02135,NA,0,NA,NA,0.00368684869597,4.2606309e-7,"MULTIPOLYGON (((-71.139516096999955 42.344497060000037, -71.139582824999934 42.34453794500007, -71.139728276999961 42.344627062000029, -71.139873731999955 42.344716180000034, -71.140022694999971 42.34480744800004, -71.140961316999949 42.343974437000043, -71.14077552599997 42.343855289000032, -71.140138196999942 42.344398001000059, -71.139834055999984 42.344215023000061, -71.139770136999971 42.344271650000053, -71.139516096999955 42.344497060000037)))"
Allandale Woods II,City of Boston,LWCF/A97/WPA,6,West Roxbury,10.60072936,1215R Centre Street 200-232 Allandale Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Brandagee Estate & Recuperative Center Parcels,BCC,NA,PARK_Maintenance_Region 4,1022,YES,"02130, 02132","2003598000,2003590500",0,NA,NA,0.011044149464852,4.683562971e-6,NA
Mattahunt Woods II,Private,WPA,8,Mattapan,3.40667399,50 Canaan Street (at Kennebec St),Residential District,Other Open Land,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7104,NO,02126,"1802358000,1802561000,1802372000,1802371000,1802617000,1802349000,1802611000,1802351000,1802350000,1802370000,1802558000,1802360000,1802608000,1802628000,1802603000,1802604000,1802613000,1802359000,1802367000,1802368000,1802643000,1802355000,1802373000,1802618000,1802354000,1802361000",0,NA,NA,0.016746847034722,1.504510886e-6,NA
BPL Courtyard,City of Boston,NA,1,Back Bay/Beacon Hill,0.18670118,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,2073,NO,02116,NA,0,NA,NA,0.001412034691198,8.2551382e-8,"MULTIPOLYGON (((-71.077803724999967 42.349536002000036, -71.07783064399996 42.34959690800008, -71.078133253999965 42.349520320000067, -71.077992458999972 42.349234908000028, -71.077692899999988 42.349309256000026, -71.077722832999939 42.349373551000042, -71.077803394999933 42.349358082000037, -71.077881310999942 42.349511514000028, -71.077803724999967 42.349536002000036)))"
Sharon's Park,City of Boston,A97,1,Dorchester,0.3149356,840 Columbia Road,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,Columbia-Buttonwood Park,DCR,NA,INFO_Reallocation From Dept,2176,YES,02125,NA,2009,NA,NA,0.002712804014794,1.39189084e-7,NA
